이름,고유번호,관심사,나이,성별,혜택,교통비,교통횟수,교통총비용,편의점비,편의점횟수,편의점총비용,배달비,배달횟수,배달총비용,카페비,카페횟수,카페총비용,ott비,ott횟수,ott총비용,영화비,영화횟수,영화총비용,쇼핑비,쇼핑횟수,쇼핑총비용,도서비,도서횟수,도서총비용,뷰티비,뷰티횟수,뷰티총비용,야구비,야구횟수,야구총비용,놀이공원/공연비,놀이공원/공연횟수,놀이공원/공연총비용,통신비,통신횟수,통신총비용,card
김수진,a00117,카페,18,여,통신비,300,52,15600,17300,21,363300,17600,2,35200,17800,20,356000,3600,4,14400,16400,0,0,16700,3,50100,28900,4,115600,11600,2,23200,10800,0,0,22600,2,45200,70500,1,70500,1
신예지,a00118,뷰티,15,남,도서,700,5,3500,12000,20,240000,23200,3,69600,11600,20,232000,3600,6,21600,22900,1,22900,35300,1,35300,25800,3,77400,26300,4,105200,12200,2,24400,41100,2,82200,56400,1,56400,3
김준혁,a00119,영화관람,10,남,배달,500,50,25000,18400,5,92000,21400,6,128400,16700,9,150300,3200,5,16000,19800,3,59400,41500,0,0,18700,2,37400,40900,2,81800,23000,1,23000,37800,1,37800,20900,1,20900,0
박진호,a00120,게임,12,남,카페,300,47,14100,21000,19,399000,16500,4,66000,12600,4,50400,2900,0,0,21800,1,21800,24300,4,97200,21600,0,0,43100,3,129300,23200,0,0,29300,1,29300,32800,1,32800,5
장은경,a00121,영화관람,8,여,넷플릭스,300,38,11400,12800,17,217600,24500,5,122500,10800,4,43200,4400,2,8800,20200,0,0,18100,2,36200,23900,2,47800,32900,0,0,14800,2,29600,25600,1,25600,68500,1,68500,0
김순자,a00122,뷰티,10,여,쇼핑,500,24,12000,25400,27,685800,11500,9,103500,17500,6,105000,3400,0,0,15300,3,45900,44800,2,89600,28100,0,0,43700,3,131100,17300,1,17300,23400,2,46800,11000,1,11000,7
김민지,a00123,영화관람,8,여,야구,500,34,17000,44900,29,1302100,23000,9,207000,5700,14,79800,3700,6,22200,15400,3,46200,15800,5,79000,24400,2,48800,27200,1,27200,22200,2,44400,28200,0,0,50600,1,50600,4
권은정,a00124,쇼핑,17,남,편의점,500,6,3000,7900,15,118500,11300,7,79100,10500,7,73500,3100,2,6200,15900,2,31800,43100,5,215500,24500,2,49000,20700,2,41400,12300,2,24600,32500,0,0,47000,1,47000,5
김서연,a00125,도서,12,여,대중교통,600,53,31800,38800,15,582000,10900,10,109000,14500,3,43500,2700,4,10800,15800,1,15800,46100,4,184400,21400,2,42800,41500,0,0,17800,0,0,30200,1,30200,29800,1,29800,1
우보람,a00126,영화관람,11,여,배달,600,5,3000,43800,29,1270200,26400,2,52800,12000,5,60000,3800,4,15200,13700,0,0,28400,3,85200,29500,0,0,49400,5,247000,19500,2,39000,47600,1,47600,58300,1,58300,0
박정훈,a00127,게임,14,남,쇼핑,400,45,18000,2700,4,10800,17200,4,68800,15800,13,205400,4900,0,0,23400,1,23400,44300,2,88600,25400,4,101600,39200,1,39200,10700,0,0,39000,0,0,50300,1,50300,2
양민지,a00128,뷰티,12,여,쇼핑,700,38,26600,47100,21,989100,18100,6,108600,10000,16,160000,4200,0,0,18700,3,56100,33500,3,100500,19800,4,79200,22100,0,0,15900,0,0,34800,2,69600,64300,1,64300,4
김승민,a00129,뷰티,9,남,대중교통,600,39,23400,33400,13,434200,20900,4,83600,11600,10,116000,4900,6,29400,20800,1,20800,12800,4,51200,18800,0,0,47600,3,142800,9100,1,9100,34300,0,0,21000,1,21000,7
김정수,a00130,패션,17,남,넷플릭스,500,48,24000,33700,27,909900,18600,9,167400,16900,6,101400,4300,3,12900,19600,3,58800,20900,4,83600,21700,4,86800,14700,2,29400,9300,0,0,43900,2,87800,57600,1,57600,4
김재호,a00131,카페,9,남,대중교통,400,9,3600,8400,10,84000,20000,5,100000,7600,11,83600,3100,5,15500,13800,3,41400,12900,1,12900,29200,2,58400,40700,4,162800,15700,2,31400,38700,1,38700,49900,1,49900,5
김지원,a00132,스포츠,13,남,뷰티,500,28,14000,22400,13,291200,22900,4,91600,8400,14,117600,4300,5,21500,23500,3,70500,22800,5,114000,20300,5,101500,10700,0,0,19100,0,0,35800,2,71600,57600,1,57600,6
권지훈,a00133,여행,11,여,쇼핑,600,42,25200,22100,11,243100,29000,10,290000,15000,12,180000,3200,2,6400,18600,3,55800,29500,2,59000,20900,3,62700,23000,4,92000,17600,1,17600,28000,0,0,70700,1,70700,5
김병철,a00134,쇼핑,14,남,쇼핑,300,23,6900,32500,3,97500,28900,10,289000,7500,17,127500,3600,1,3600,13100,2,26200,39100,5,195500,28800,5,144000,30000,0,0,12600,1,12600,38400,1,38400,11700,1,11700,3
신병철,a00135,스포츠,9,남,배달,600,31,18600,49700,17,844900,13100,5,65500,12200,19,231800,3800,5,19000,17000,2,34000,24100,4,96400,18700,0,0,20400,5,102000,19000,2,38000,29900,1,29900,70700,1,70700,1
윤도현,a00136,카페,9,여,통신비,400,49,19600,41200,9,370800,28000,3,84000,15600,11,171600,4300,3,12900,17700,1,17700,24600,4,98400,27200,1,27200,29700,2,59400,15300,2,30600,26800,1,26800,68400,1,68400,7
김성민,a00137,카페,8,남,도서,600,16,9600,20300,15,304500,17100,2,34200,12000,11,132000,2700,6,16200,13300,1,13300,47900,5,239500,21400,2,42800,47800,1,47800,9600,2,19200,21200,0,0,39700,1,39700,7
이미영,a00138,여행,15,여,놀이동산,400,22,8800,5100,2,10200,13300,2,26600,7900,5,39500,2500,1,2500,15200,3,45600,34200,4,136800,26000,0,0,23900,3,71700,21700,0,0,23500,0,0,59000,1,59000,7
김지아,a00139,스포츠,18,남,뷰티,600,44,26400,9700,30,291000,14300,7,100100,10100,2,20200,4900,3,14700,14700,0,0,30100,4,120400,28200,0,0,31600,2,63200,22700,1,22700,35600,2,71200,30300,1,30300,2
장경수,a00140,게임,12,남,놀이동산,400,28,11200,13800,9,124200,17900,6,107400,6200,5,31000,3300,1,3300,19100,3,57300,29400,0,0,22200,5,111000,32000,1,32000,8000,2,16000,44300,0,0,64900,1,64900,4
김명자,a00141,여행,14,여,놀이동산,400,7,2800,2700,13,35100,17500,9,157500,12300,9,110700,4100,6,24600,15200,3,45600,16600,3,49800,23100,3,69300,44000,4,176000,19400,2,38800,32500,1,32500,74300,1,74300,2
손정순,a00142,스포츠,14,여,영화관람,700,67,46900,11700,27,315900,28800,3,86400,19300,8,154400,4600,1,4600,21100,2,42200,29000,4,116000,21800,2,43600,25800,4,103200,13700,0,0,28600,1,28600,36100,1,36100,6
심채원,a00143,스포츠,15,여,야구,300,48,14400,28800,19,547200,11700,3,35100,8200,16,131200,4900,0,0,13600,3,40800,39000,4,156000,25000,1,25000,39100,2,78200,9600,0,0,23600,2,47200,71200,1,71200,1
최영호,a00144,여행,15,남,놀이동산,600,61,36600,28300,25,707500,12800,4,51200,16300,4,65200,3500,0,0,16100,0,0,36900,3,110700,24300,2,48600,29400,5,147000,11600,1,11600,48700,2,97400,37800,1,37800,7
이진우,a00145,뷰티,14,남,카페,300,62,18600,4800,16,76800,25300,7,177100,6600,18,118800,3200,2,6400,13600,1,13600,43200,4,172800,26200,4,104800,28300,4,113200,19200,1,19200,45500,0,0,21400,1,21400,5
송성호,a00146,카페,9,여,넷플릭스,400,61,24400,47700,2,95400,17400,10,174000,19400,10,194000,3000,4,12000,23400,2,46800,31500,3,94500,19400,2,38800,23800,4,95200,10600,0,0,35000,1,35000,29100,1,29100,5
이현정,a00147,뷰티,15,여,도서,300,40,12000,8000,8,64000,15800,4,63200,18100,20,362000,2800,1,2800,21600,2,43200,22200,0,0,23100,3,69300,22900,4,91600,20100,0,0,20400,0,0,34900,1,34900,3
안지후,a00148,쇼핑,12,남,배달,300,50,15000,27100,18,487800,22400,6,134400,14500,3,43500,4100,3,12300,17700,2,35400,12800,5,64000,19900,4,79600,41000,3,123000,19800,2,39600,27100,1,27100,21500,1,21500,4
박보람,a00149,도서,16,남,배달,400,41,16400,29200,18,525600,10200,5,51000,12100,2,24200,3200,6,19200,16600,0,0,14700,4,58800,19100,1,19100,45400,2,90800,23700,1,23700,42700,1,42700,61100,1,61100,7
한지현,a00150,스포츠,8,남,쇼핑,700,10,7000,43900,7,307300,15000,10,150000,16300,7,114100,4900,2,9800,18300,3,54900,46400,5,232000,29000,2,58000,40500,2,81000,18100,1,18100,31600,0,0,22500,1,22500,2
이승현,a00151,뷰티,8,여,영화관람,600,24,14400,34500,29,1000500,23500,10,235000,5800,7,40600,4100,4,16400,13500,1,13500,41500,3,124500,29600,5,148000,20900,4,83600,8700,1,8700,31200,0,0,34500,1,34500,4
김춘자,a00152,쇼핑,12,남,편의점,500,34,17000,32900,10,329000,23500,8,188000,19200,14,268800,3800,0,0,13300,3,39900,32900,2,65800,29200,0,0,31900,1,31900,21000,0,0,44600,0,0,55800,1,55800,7
이성호,a00153,도서,12,여,카페,500,6,3000,45900,3,137700,15400,6,92400,10200,15,153000,2800,5,14000,16900,2,33800,40000,2,80000,28700,4,114800,18300,1,18300,18700,0,0,30800,0,0,54500,1,54500,5
오서연,a00154,패션,19,여,배달,400,58,23200,43900,11,482900,20100,2,40200,12800,18,230400,4500,1,4500,13600,3,40800,39400,4,157600,28100,0,0,37500,2,75000,12100,1,12100,44100,0,0,63700,1,63700,0
지민서,a00155,영화관람,13,여,대중교통,600,43,25800,10300,23,236900,11500,8,92000,17100,11,188100,4600,3,13800,13000,3,39000,36600,1,36600,24000,1,24000,20600,5,103000,17500,0,0,29100,1,29100,61000,1,61000,1
최상철,a00156,스포츠,16,여,도서,700,66,46200,47600,25,1190000,18700,9,168300,5200,6,31200,3200,1,3200,23100,1,23100,23600,3,70800,22200,4,88800,18500,2,37000,23200,2,46400,48300,1,48300,66300,1,66300,1
류민서,a00157,여행,10,남,놀이동산,400,31,12400,49200,8,393600,20700,3,62100,18100,12,217200,4800,5,24000,20200,3,60600,10200,1,10200,24100,2,48200,43100,1,43100,12700,2,25400,23900,2,47800,65700,1,65700,2
하하은,a00158,스포츠,18,여,넷플릭스,500,65,32500,49100,23,1129300,19200,8,153600,19900,18,358200,3600,2,7200,14000,2,28000,44000,5,220000,19000,1,19000,23800,4,95200,15000,0,0,44500,1,44500,15000,1,15000,3
최동현,a00159,여행,13,남,뷰티,300,20,6000,3500,30,105000,15200,9,136800,19000,17,323000,2700,4,10800,18100,1,18100,20900,2,41800,24100,2,48200,36900,4,147600,20300,1,20300,39600,1,39600,65700,1,65700,5
강광수,a00160,카페,12,여,야구,500,11,5500,26900,9,242100,20800,3,62400,15500,19,294500,4100,0,0,22600,1,22600,27200,5,136000,29900,0,0,19300,1,19300,15800,2,31600,33800,0,0,23600,1,23600,7
안경자,a00161,쇼핑,13,남,통신비,300,62,18600,7400,5,37000,11600,6,69600,19400,18,349200,3000,3,9000,19600,1,19600,35800,0,0,26700,1,26700,41700,1,41700,20200,0,0,32500,1,32500,14000,1,14000,5
김시우,a00162,쇼핑,9,남,쇼핑,500,33,16500,43800,9,394200,16200,8,129600,8900,10,89000,3200,0,0,19500,2,39000,13500,3,40500,27200,5,136000,35700,0,0,24400,2,48800,40600,2,81200,73600,1,73600,6
김예진,a00163,카페,15,여,편의점,500,56,28000,9700,21,203700,24100,4,96400,11400,18,205200,4000,3,12000,13300,3,39900,43400,2,86800,19100,5,95500,46100,2,92200,22700,1,22700,43200,1,43200,34400,1,34400,2
오상훈,a00164,패션,18,남,야구,500,35,17500,21500,17,365500,17400,6,104400,7900,8,63200,3100,2,6200,24800,0,0,17800,5,89000,22900,2,45800,24700,1,24700,21800,0,0,34600,1,34600,69100,1,69100,7
박성진,a00165,도서,12,남,통신비,300,48,14400,43200,16,691200,20800,8,166400,19100,14,267400,3400,6,20400,15400,3,46200,23000,4,92000,26000,2,52000,18900,0,0,11700,0,0,29900,2,59800,64400,1,64400,2
박현숙,a00166,쇼핑,8,남,넷플릭스,500,42,21000,21900,21,459900,24000,5,120000,15500,9,139500,2800,3,8400,17600,1,17600,34200,4,136800,25100,5,125500,41300,0,0,12400,2,24800,29600,0,0,44800,1,44800,5
김영호,a00167,게임,10,남,통신비,500,10,5000,45600,19,866400,19300,9,173700,11800,18,212400,2800,0,0,22900,3,68700,23700,2,47400,27600,3,82800,26200,4,104800,8100,1,8100,47600,0,0,65700,1,65700,6
최은서,a00168,스포츠,13,남,배달,300,28,8400,35000,23,805000,24400,3,73200,9000,16,144000,4700,3,14100,23100,2,46200,42000,4,168000,29000,4,116000,48100,1,48100,15700,2,31400,33900,2,67800,36000,1,36000,4
이현숙,a00169,여행,10,남,도서,400,65,26000,37100,27,1001700,24700,2,49400,10900,17,185300,4800,6,28800,15200,0,0,36400,1,36400,18100,5,90500,39400,5,197000,20500,0,0,40700,0,0,43100,1,43100,2
심정훈,a00170,쇼핑,19,남,영화관람,400,25,10000,2100,13,27300,10600,10,106000,9400,14,131600,3100,6,18600,16900,1,16900,47200,0,0,24400,0,0,44600,5,223000,9000,0,0,32900,1,32900,14500,1,14500,1
안지아,a00171,스포츠,15,여,놀이동산,500,31,15500,23300,3,69900,11100,2,22200,7500,17,127500,2500,5,12500,22000,2,44000,34000,1,34000,21500,4,86000,37400,1,37400,20000,0,0,45900,1,45900,48600,1,48600,1
이성훈,a00172,패션,12,여,배달,600,57,34200,24300,3,72900,23200,4,92800,6900,20,138000,3500,4,14000,14500,1,14500,10400,5,52000,27100,1,27100,12400,0,0,8300,2,16600,37300,0,0,38100,1,38100,0
강경수,a00173,여행,9,남,야구,500,48,24000,23500,13,305500,16500,4,66000,16200,15,243000,4700,6,28200,15700,2,31400,40100,4,160400,24700,5,123500,45100,4,180400,9300,1,9300,26200,0,0,22800,1,22800,2
강현정,a00174,영화관람,17,남,야구,600,44,26400,49200,11,541200,20700,2,41400,10800,2,21600,3600,4,14400,23600,2,47200,40400,5,202000,24500,2,49000,23700,1,23700,19700,0,0,35900,2,71800,34300,1,34300,4
김옥순,a00175,영화관람,12,남,쇼핑,500,67,33500,44900,12,538800,25300,7,177100,12100,4,48400,4200,0,0,14600,3,43800,35500,3,106500,20700,3,62100,32000,5,160000,9700,2,19400,24700,1,24700,46700,1,46700,5
양지우,a00176,쇼핑,12,남,야구,600,12,7200,37900,18,682200,18600,3,55800,16500,6,99000,2600,3,7800,15400,2,30800,32500,2,65000,27800,5,139000,17900,2,35800,19700,1,19700,37600,0,0,48800,1,48800,7
전혜진,a00177,영화관람,11,여,통신비,600,9,5400,9500,22,209000,24700,8,197600,13500,9,121500,4300,6,25800,24400,2,48800,14200,1,14200,19600,5,98000,40600,5,203000,10400,0,0,22800,2,45600,37800,1,37800,1
이성호,a00178,여행,8,여,대중교통,300,65,19500,8600,24,206400,23600,2,47200,6100,16,97600,4800,2,9600,24900,1,24900,29700,2,59400,24000,3,72000,48900,0,0,19900,0,0,32800,0,0,57900,1,57900,4
강유진,a00179,쇼핑,12,남,넷플릭스,600,68,40800,39300,9,353700,17700,5,88500,9900,3,29700,4900,1,4900,13000,1,13000,16300,3,48900,29600,3,88800,45000,2,90000,9200,0,0,45700,1,45700,57300,1,57300,0
김건우,a00180,스포츠,10,여,통신비,600,18,10800,13400,24,321600,16600,8,132800,18000,11,198000,4100,1,4100,19400,2,38800,43300,3,129900,23200,3,69600,11800,5,59000,11900,2,23800,40200,1,40200,18100,1,18100,0
류시우,a00181,영화관람,10,여,쇼핑,600,53,31800,31000,26,806000,18800,5,94000,8800,6,52800,4000,5,20000,18500,1,18500,33000,3,99000,20200,1,20200,29800,0,0,22000,0,0,22000,0,0,43100,1,43100,4
이영숙,a00182,스포츠,9,남,배달,300,20,6000,39000,16,624000,29700,8,237600,8500,10,85000,4600,2,9200,15500,3,46500,12100,2,24200,22400,0,0,37400,2,74800,14400,0,0,43700,1,43700,37000,1,37000,6
이영일,a00183,게임,10,여,쇼핑,500,41,20500,15800,25,395000,12400,4,49600,7300,3,21900,3400,3,10200,22400,1,22400,36000,4,144000,29800,2,59600,33200,4,132800,9200,1,9200,43100,0,0,45100,1,45100,4
김영일,a00184,패션,13,남,편의점,300,44,13200,4600,7,32200,18300,4,73200,17100,9,153900,2700,3,8100,16400,0,0,47400,2,94800,22400,2,44800,26400,5,132000,24200,1,24200,31900,0,0,32000,1,32000,0
송수빈,a00185,게임,19,여,편의점,400,8,3200,46000,14,644000,18300,7,128100,12900,13,167700,4400,1,4400,23800,1,23800,15800,1,15800,25400,4,101600,19200,3,57600,22600,1,22600,46900,1,46900,57000,1,57000,0
박준영,a00186,쇼핑,14,남,카페,500,15,7500,37400,21,785400,16500,7,115500,17400,14,243600,3500,3,10500,22500,2,45000,30400,4,121600,18900,4,75600,14000,1,14000,19800,1,19800,21100,0,0,73500,1,73500,7
김종수,a00187,뷰티,19,여,배달,400,6,2400,33200,13,431600,24600,3,73800,13100,4,52400,2900,6,17400,17500,3,52500,20900,2,41800,28800,4,115200,34800,1,34800,15400,1,15400,24200,1,24200,68900,1,68900,0
양성호,a00188,여행,9,남,대중교통,300,54,16200,7800,17,132600,14800,8,118400,9300,13,120900,4500,3,13500,20900,1,20900,44400,2,88800,29000,0,0,13500,0,0,10200,0,0,22300,1,22300,43400,1,43400,0
김혜진,a00189,카페,17,여,배달,300,46,13800,36000,27,972000,29200,6,175200,5400,15,81000,3800,6,22800,19600,0,0,23000,0,0,26000,0,0,10100,0,0,17200,0,0,45500,1,45500,55400,1,55400,5
이정숙,a00190,여행,16,여,통신비,400,59,23600,48400,2,96800,15600,9,140400,10500,17,178500,3900,6,23400,18000,3,54000,22100,0,0,27700,2,55400,16800,0,0,13500,1,13500,32200,0,0,58400,1,58400,3
김영일,a00191,쇼핑,12,남,카페,300,58,17400,27800,22,611600,25500,5,127500,14300,6,85800,4200,6,25200,13900,0,0,22900,5,114500,25200,5,126000,36200,2,72400,13200,0,0,30400,2,60800,64100,1,64100,1
안지우,a00192,여행,17,여,카페,600,15,9000,40600,7,284200,19400,8,155200,8200,4,32800,4300,2,8600,23000,2,46000,22400,3,67200,29500,2,59000,32500,4,130000,21400,0,0,26200,2,52400,34800,1,34800,0
김서연,a00193,영화관람,18,남,대중교통,400,5,2000,34000,12,408000,14800,6,88800,12900,15,193500,3000,2,6000,24000,2,48000,44300,4,177200,28600,5,143000,24100,5,120500,10300,0,0,25100,2,50200,71500,1,71500,3
김명숙,a00194,카페,18,남,놀이동산,400,46,18400,38200,25,955000,22100,7,154700,7300,5,36500,4600,0,0,17500,3,52500,48400,2,96800,29400,3,88200,24200,2,48400,19600,0,0,42600,1,42600,29600,1,29600,5
장건우,a00195,뷰티,17,남,편의점,600,6,3600,29500,19,560500,27700,10,277000,9400,18,169200,4900,0,0,21400,2,42800,27100,0,0,22600,5,113000,29400,1,29400,14200,2,28400,37000,0,0,12800,1,12800,3
윤경숙,a00196,도서,13,남,야구,400,41,16400,41100,21,863100,25600,9,230400,9200,3,27600,2600,3,7800,23600,3,70800,26900,4,107600,25900,3,77700,25000,2,50000,19100,1,19100,21100,2,42200,13600,1,13600,2
임영호,a00197,영화관람,15,남,넷플릭스,300,65,19500,31200,30,936000,16800,8,134400,11100,13,144300,3600,2,7200,20100,0,0,19400,4,77600,23500,1,23500,20800,2,41600,24000,1,24000,48300,0,0,73900,1,73900,0
이준영,a00198,뷰티,13,여,도서,500,38,19000,14100,14,197400,19100,8,152800,19600,11,215600,4200,2,8400,23400,2,46800,37300,5,186500,27300,1,27300,34000,3,102000,24200,0,0,44200,0,0,50200,1,50200,1
이미정,a00199,스포츠,19,여,카페,500,17,8500,15500,3,46500,19500,9,175500,7100,5,35500,4500,6,27000,19900,1,19900,42200,1,42200,21900,2,43800,29200,4,116800,15600,1,15600,36800,2,73600,61600,1,61600,4
장정숙,a00200,패션,19,여,대중교통,300,8,2400,32300,22,710600,21800,8,174400,11600,17,197200,4900,4,19600,23300,1,23300,49700,3,149100,23200,2,46400,17800,4,71200,18700,1,18700,44200,0,0,41400,1,41400,4
윤정희,a00201,게임,19,여,넷플릭스,500,61,30500,7200,23,165600,20500,5,102500,9600,19,182400,4000,2,8000,21500,2,43000,23200,1,23200,18300,3,54900,23500,5,117500,19700,1,19700,29700,2,59400,17200,1,17200,5
유보람,a00202,쇼핑,12,여,카페,500,11,5500,30200,10,302000,20500,6,123000,7900,19,150100,4800,3,14400,17200,3,51600,36300,4,145200,28800,3,86400,39500,0,0,17800,2,35600,24600,2,49200,44500,1,44500,3
이영희,a00203,뷰티,10,남,카페,500,14,7000,30800,16,492800,17400,9,156600,12000,11,132000,2900,2,5800,23900,0,0,30000,3,90000,22200,5,111000,25400,0,0,15500,1,15500,49100,1,49100,64000,1,64000,4
안상훈,a00204,스포츠,12,여,놀이동산,400,38,15200,45100,13,586300,15400,9,138600,7300,3,21900,4100,3,12300,15100,0,0,22800,1,22800,23700,3,71100,13700,2,27400,14900,1,14900,25700,1,25700,72700,1,72700,5
이혜진,a00205,카페,18,남,도서,500,15,7500,31800,8,254400,15000,7,105000,19500,10,195000,2900,3,8700,19200,2,38400,26400,3,79200,23200,1,23200,25400,3,76200,20700,1,20700,25100,2,50200,44900,1,44900,0
이민서,a00206,게임,12,여,배달,500,56,28000,10800,9,97200,13200,7,92400,12300,13,159900,3900,1,3900,22500,1,22500,35100,5,175500,27400,2,54800,28800,2,57600,14600,2,29200,33200,0,0,47500,1,47500,2
성경숙,a00207,카페,11,여,영화관람,300,66,19800,7500,8,60000,13900,9,125100,12200,13,158600,3300,1,3300,18700,1,18700,15100,5,75500,23100,2,46200,32800,4,131200,21200,1,21200,42300,2,84600,67500,1,67500,5
김준서,a00208,영화관람,8,남,넷플릭스,500,67,33500,21400,9,192600,25300,5,126500,16600,6,99600,4300,2,8600,20900,1,20900,15700,1,15700,27600,0,0,47300,5,236500,8800,2,17600,46000,2,92000,26300,1,26300,3
정영호,a00209,쇼핑,12,남,야구,400,40,16000,45700,20,914000,21300,2,42600,18800,8,150400,2900,0,0,15500,1,15500,24400,5,122000,20800,4,83200,21500,1,21500,24000,0,0,45500,0,0,40500,1,40500,4
우현숙,a00210,영화관람,12,여,쇼핑,300,61,18300,17700,19,336300,26000,2,52000,14200,14,198800,2500,0,0,13300,0,0,34600,1,34600,21900,3,65700,17500,2,35000,11900,1,11900,40800,2,81600,60900,1,60900,4
이현지,a00211,영화관람,14,여,영화관람,500,53,26500,40800,29,1183200,19700,5,98500,11600,9,104400,3200,6,19200,20000,3,60000,16900,2,33800,21000,2,42000,18700,3,56100,8500,2,17000,32900,2,65800,62300,1,62300,7
이현우,a00212,여행,11,여,야구,400,44,17600,18300,11,201300,25900,8,207200,10100,7,70700,3400,6,20400,15400,1,15400,42700,0,0,29400,0,0,18500,1,18500,17700,2,35400,21100,1,21100,24300,1,24300,7
김광수,a00213,뷰티,19,남,배달,500,51,25500,4300,26,111800,16700,2,33400,5100,9,45900,3800,5,19000,23400,1,23400,20900,5,104500,26000,1,26000,48100,1,48100,12300,1,12300,29800,2,59600,27900,1,27900,6
강준호,a00214,게임,10,여,야구,400,34,13600,13400,12,160800,11100,3,33300,18200,5,91000,4400,0,0,13600,0,0,44000,4,176000,28100,2,56200,26400,5,132000,14100,1,14100,28300,0,0,38400,1,38400,4
성은경,a00215,패션,9,남,편의점,400,7,2800,42500,10,425000,28900,3,86700,19100,6,114600,3300,3,9900,22800,1,22800,26200,2,52400,25200,5,126000,34500,1,34500,18800,2,37600,28700,2,57400,60200,1,60200,6
